"","sample","Adenine","Adenosine","Adenosine.5.Diphosphoribose","Adipic.acid","Alanine","Allantoin","Anserine","Arginine","Asparagine","Aspartic.acid","Azelaic.acid","Biotin","CAR.12.0","Carnosine","Chenodeoxycholic.acid","Cholic.acid","Ciliatine","cis.4.Hydroxyproline","cis.p.Coumaric.acid","Citrulline","CMP","Corticosterone","Cortisol","Cortisone","Creatine","Cystathionine","Cysteic.acid","Cytidine","Cytidine.2.3.cMP","D.Fucose","Gulonic.Acid.Gamma.Lactone","dAMP","Deoxycytidine","Deoxyuridine","Dihydroxyacetone.phosphate","DL.O.Phosphoserine","Docosahexaenoic.acid","Gluconic.acid","Glucosamine","Glucosamine.6.phosphate","Glucose","Glucose.1.phosphate","Glucuronic.acid","Glutamic.acid","Glutamine","Glutaric.acid","Glutathione","Glycocholic.acid","Guanidinosuccinic.acid","Guanine","Guanosine","Guanosine.5.Monophosphate","Hippuric.acid","Histidine","Hypoxanthine","Indoleacetic.acid","Indolepyruvate","Indoxyl.sulfate","Inosine","Inosine.5.Monophosphate","Itaconic.acid","Ketoleucine","L.Arabitol","Leucine","LL.2.6.Diaminoheptanedioate","Lysine","Maleic.acid","Methionine","Methyl.beta.D.galactoside","Methyl.jasmonate","N.2..Acetyllysine","N.Acetyl.beta.glucosaminylamine","N.Acetyl.D.glucosamine","N.Acetyl.D.tryptophan","N.Acetylalanine","N.Acetylaspartic.acid","N.Acetylcysteine","N.Acetylglutamic.acid","N.Acetylleucine","N.Acetylmethionine","N.Acetylphenylalanine","N.Acetylserine","N.Formylmethionine","N.Methyl.glutamic.acid","NAD.","Nicotinic.acid","Ophthalmic.acid","Ornithine","Orotic.acid","Oxoglutaric.acid","Pantothenic.acid","Phosphoethanolamine","Pimelic.acid","Pterin","Pyridoxal","Quinaldic.acid","Raffinose","Riboflavin","Ribose","X5.Adenosyl.l.Homocysteine","Serine","Shikimic.acid","sn.Glycero.3.phosphate","Sorbitol","Stachyose","Suberic.acid","Succinic.acid","Taurine","Taurolithocholic.acid","Threonine","Thymidine","Thymidine.5.monophosphate","trans.Aconitic.acid","Trehalose","Tryptophan","Tyrosine","UMP","Uracil","Uric.acid","Uridine","Uridine.5.Diphospho.N.Acetylglucosamine","Uridine.5.diphosphoglucose","Urocanic.acid","X10.Hydroxydecanoic.acid","X12.Hydroxy.lauric.acid","X2.4.Dihydroxyacetophenone","X2.Aminobenzoic.acid","X2.Deocytidine.5.monophosphate","X2.deoxyguanosine.5.monophosphate","X3..2.Hydroxyphenyl.propanoic.acid","X3.Dehydroshikimate","X3.Hydroxybutyric.acid","X3.Methyl.pyruvic.acid","X4.Acetamidobutanoic.acid","X4.Hydroxybenzoic.acid","X5.Hydroxy.tryptophan","X5.Hydroxylysine","X5.Oxo.D.proline","X6.Hydroxynicotinic.acid","Xanthine","Xanthosine"
"311","jej_spf_3_M_3",21958.02539,48485.75,NA,55553.34375,81056.65625,2239835,2806.494141,1111718.5,324939.0938,344972.5938,582961.4375,NA,NA,55449.27734,3773.370117,97023.39844,NA,11375.4707,140486.6719,68049.17969,NA,1711899.625,7031.031738,2986.673828,54752.97266,5854.67627,NA,29145.875,NA,6086.253906,105096.1094,NA,11087.28809,8077.052734,NA,NA,296237.2188,33736.32422,15025.04688,3624.128418,5470539.5,NA,42629.25,2120282.5,786061.5625,118829.6016,NA,72476.21094,NA,26023.37109,30918.92969,NA,9385.855469,268993.6563,106873.375,5870.941406,29017.2168,234786.2344,147319.7188,NA,99014.17188,23101.51172,549715.25,162439.1563,175273.3281,28780.42188,34434.98438,111524.0313,109719.5703,4857.283691,291516.75,69681.17188,20180.60156,27058.55273,410177.6875,25033.48047,11328.11816,67983.46094,28449.66016,260617.0313,23602.00586,335182.5625,10722.03613,13672.38672,NA,33006.26953,49582.25781,79999.55469,3561.19458,NA,17422.2207,NA,16834.84961,3215.111816,28580.68945,118662.9375,73370.28125,NA,NA,4445.14209,432655.875,157218.625,NA,1359588.125,189415.25,136119.1563,1307066.125,547078.8125,17655.98633,387738.0625,87937.99219,NA,54531.76172,38681.44922,87121.01563,230266.0313,NA,146817.5469,168494.3594,167164.8125,NA,NA,748841.25,3557.362549,3695.272217,17279.31055,15288.53809,NA,NA,7416.89209,4343.498535,111330.3281,452550.1875,45660.88281,41907.85547,14407.44531,3613.860352,455669.375,19239.88672,72617.51563,6004.70752
"312","jej_spf_3_M_4",32311.59375,188906.6406,NA,117593.9766,576811.75,1653335.25,5152.945313,4500844,668645.0625,691504.25,525738.8125,NA,NA,247090.8125,4557.328125,88625.46094,3613.795166,21438.54297,184253.9219,206242.25,4232.197754,1301031.625,11992.06348,NA,475759.625,7396.742676,3151.005859,22196.52539,NA,5811.447754,524260.9375,NA,37644.83984,22975.1875,NA,3105.128906,283267.4063,15668.00781,11515.84863,7817.734375,11097845,NA,32844.92969,4793348.5,1986808,68752.14063,NA,69310.71875,NA,4715.064941,105866.0469,NA,45544.41797,720770,3867790.25,7378.454102,19425.3125,503567.5938,1727128.625,NA,60836.5625,39096.60547,205802.8281,511159.5625,686919.875,274162.5313,431326.4063,548814.5,30859.00586,19012.18359,824765.125,350569.625,89457.02344,12063.74023,778070.6875,135177.9063,11005.74414,225381.5625,45043.02344,551296.25,20271.59375,477760.5938,32120.04883,10284.27734,NA,81303.17969,52602.51172,330346.375,8258.727539,2503.163818,258624.1406,NA,24652.82422,NA,21212.5332,80581.28125,13849.90723,7463.581543,NA,4240.40332,1400773.375,38554.79688,NA,442235.4063,37628.02344,96456.0625,3480550.5,2313091.25,15642.42188,1081420.25,361131.5938,4282.620117,27055.74219,13889.74121,169894.4844,586705.375,5452.263672,810174.1875,364250.7188,1929077.5,NA,NA,1532121.875,24104.35547,18679.67969,10585.13574,7433.877441,NA,NA,5942.933105,3805.637207,811502.0625,890433.5625,34844.17188,21857.45703,84329.54688,9239.554688,1071127.125,17831.98438,3243641.25,16623.49805
"313","jej_spf_8_F_1",13873.7793,243415.5,NA,186232.1875,659218.75,1217162.125,NA,2750871.5,388245.2813,262164.5625,579075.625,NA,NA,101862.0313,209297.0469,1492029.625,4219.697754,12712.625,32832.33594,32010.65039,NA,NA,4716.459473,NA,533167.9375,NA,NA,22811.71289,NA,3596.1521,196579.3594,NA,33041.36328,26412.5625,NA,NA,1228095.625,3034.690186,NA,4177.93457,983268.375,NA,20012.46094,2358860,936736.125,261379.4063,86501.35938,2218772.25,NA,5508.312012,80298.50781,NA,20078.43359,285850.9375,952309.0625,3783.524658,2819.592285,112956.3438,1488876.625,NA,41614.53906,30473.38672,30929.86719,277671.0625,297883.1875,51264.42188,122358.6797,148156.0938,6493.220703,21999.70703,520703.8438,108668.9375,32968.13281,4087.492432,327863.8125,36922.8125,23343.41992,57162.86719,21858.18359,339378.4375,14265.69238,167774.0313,20565.35352,5980.190918,NA,35557.12109,29485.59961,205158.5,7928.92041,NA,86245.60938,NA,66646.4375,NA,26322.71289,4309.330078,NA,4255.127441,NA,NA,590274.0625,4482.663086,NA,37186.32422,NA,142650.5156,2836649,3495919.5,317242.5938,586484.5,595794,NA,NA,3504.169434,147359.8438,259439.0781,4886.745605,578524.75,542152.125,455503.25,NA,NA,74598.74219,5814.495117,8574.289063,4027.933594,5160.328613,NA,NA,6057.196777,NA,96683.875,88682.46094,13980.44043,15261.63477,42022.90625,2629.952393,667552.6875,24530.33203,507975.375,4944.708008
"314","jej_spf_8_F_2",143944.6875,89203.33594,NA,53851.05859,217268.3594,2788457.75,2979.515381,1715246.625,129316.7422,412052.375,1009832.563,8356.393555,NA,62264.62891,2430628.25,3398008.5,9996.882813,9394.234375,347224.5625,91038.42188,10284.9707,7670.199707,8804.129883,3057.727295,180480.7656,2700.45166,NA,40599.65625,NA,14194.03125,65095.89453,4045.821777,14893.64941,26478.65039,NA,NA,6061.680176,22474.01563,14868.54688,5559.199707,48136920,37009.52344,9093.826172,1481620.75,897070.8125,61164.59766,9163.670898,1037412.688,NA,38899.76563,97249.22656,2987.163574,23471.95313,183507.125,656888.0625,7299.758301,14100.01758,214418.9063,616776.5625,NA,102733.2344,56607.98828,303596.2813,209832.6563,143313.8438,35873.06641,133419.8438,138466.9688,77659.17969,39451.29297,350966.9688,52588.25,26586.9707,20934.42773,117055.8281,134856.1406,20999.46094,171484.625,77827.76563,162260.7031,47942.55859,537590.25,37651.40625,9926.626953,NA,37739.04297,19272.4668,130190.2109,NA,3343.555176,430843.625,2544.29541,65495.86328,11615.1416,36537.59766,57160.71875,71197.59375,NA,NA,NA,233869.3438,77552.60156,7419.388672,512656.9375,245000.25,247053.1875,2130887.75,9273321,59691.98828,204780.9844,138104.6563,18707.68359,50994.27734,158955.375,76275.22656,264696.9063,11275.65234,479095,1149425.375,214772.4688,NA,NA,583607.4375,5838.084961,11897.94531,27893.49609,13902.40527,9415.256836,4936.574219,28353.20898,12288.52637,228283.0938,3525345.25,76195.64063,23929.27539,44831.35156,6281.966309,3190057,23329.8457,907121.8125,76131.17969
"315","jej_spf_8_F_3",59562.06641,45528.0625,NA,84736.44531,213875.5156,4046647,3047.23291,2076466.625,208614.2188,350600.7188,799735.0625,8018.399902,NA,89611.03125,243705.1563,2090181,5309.158691,11408.68555,184022.9219,63142.29688,3414.402832,102299.1953,9881.384766,NA,160596.5938,6964.896973,NA,20510.70313,NA,16338.02637,79148.78906,NA,8051.622559,12795.99316,NA,NA,26011.69141,33623.39453,33703.64453,5660.437988,45694156,24927.01172,11924.14844,1770098.375,1036435.375,135305.9531,NA,1172722.5,NA,25399.93945,45074.84766,NA,12278.47363,237470.5781,258946.3906,13717.98926,27303.87695,186135.6719,354102.2813,NA,149374.1094,49308.44531,580014.8125,259666.5313,240828.9688,42462.35156,80914.55469,169205.0469,83984.75,22612.375,451938.6875,74924.35938,25004.81445,27238.97656,194797.1719,90079.42188,23211.14648,92021.125,71504.28125,230081.4531,51665.79297,480910,24379.80469,13852.53418,NA,24670.04688,23669.12695,164162.2031,NA,3883.227539,204416.7188,NA,66884.99219,11650.06641,41196.33594,97907.24219,98640.44531,21586.56836,NA,2580.772217,375481.8125,155898.7031,NA,885365.375,218282.0938,214436.3125,2346722.5,4209462.5,42501.36328,305220.625,75303.10938,9678.330078,57919.11719,105253.5781,82998.35156,358638.3125,5022.431152,277776.4688,827882.25,156587.375,NA,NA,1139465.375,5363.824219,6786.854004,25840.95117,16611.37305,4467.661621,2793.068359,8430.833008,14790.21973,79340.9375,3246657,71047.77344,22035.17188,58004.02344,6362.963379,911750.25,28837.03125,343411.4688,72351.09375
"316","jej_spf_8_F_4",53123.30859,50183.60547,NA,88754.21094,256412.6563,1516338.75,NA,2539412.75,331910.9375,595597.25,1129378.75,NA,NA,114223.7344,2102403,3509041.75,9772.898438,8200.24707,209523.5313,129381.5078,NA,814813.625,7625.151367,NA,211158.4844,8653.870117,NA,20152.60547,NA,6603.679688,100750.0547,NA,10281.12207,18934.29688,NA,NA,69397.49219,9181.926758,11522.05078,2758.837158,33370090,NA,15263.65039,2997996.5,1267118.125,98035.24219,NA,1825325.5,NA,44782.66406,35822.80859,NA,34854.6875,321750.4688,267910.7188,5892.206543,11167.75684,371442.5625,308876.5625,NA,91118.75,72667.44531,101619.2266,314605.0625,397845.375,70109.23438,102514.75,232107.1094,24763.32617,29747.94141,592694,103770.0156,48564.67578,8601.269531,124560.1484,71150.51563,21325.9375,102383.8203,46083.38672,132184.4844,23432.7832,377328.8125,27420.41992,6500.454102,NA,43642.26172,24757.26367,183399.25,8458.870117,3146.950439,126888.5703,NA,72126.35938,NA,29188.79102,20130.95313,15018.79004,NA,NA,2544.761475,622157.6875,23636.50586,NA,134954.625,152016.4844,261866.4688,3326170.75,7130914,280827.5938,429854.5625,103546.3047,2581.251709,15695.33496,32678.54688,116328.9141,446893.0938,3961.904541,295868,631459.625,147229.2969,NA,NA,433995.875,8948.063477,8380.014648,11945.7666,7297.121094,NA,NA,10160.33203,7516.059082,171132.5469,2543258,29020.31836,25211.39258,78427.45313,3289.915771,1130080.625,19550.58789,330490.375,18364.47266
"317","jej_spf_8_M_1",459893.125,86911.78906,NA,28481.54688,145585.7031,568280.125,3803.226807,1031290.938,104206.5781,497544.5,349868.8438,8444.554688,3324.79248,72676.34375,1227358.5,4633201,22891.77148,7406.495117,79337.85156,289490.0938,2957.544189,37861.34766,4840.499023,NA,136222.125,6756.207031,NA,35446.85156,NA,13332.48535,126322.8047,NA,15190.00488,77915.35938,NA,NA,NA,4429.378418,8798.947266,3074.759033,2890802,4006.657715,22199.74609,1794594.25,408817.3125,46991.04297,35385.93359,843343.4375,NA,76571.61719,239152.9531,NA,120096.1641,182433.5156,487817.75,5465.19043,17081.92773,121740.375,1158919.875,NA,17598.87305,73357.96875,36762.38672,158917.125,201005.6094,29895.02344,96195.35156,111158.0781,16526.38867,23198.38672,496906.3125,86236.625,46426.64844,2626.543701,47088.96094,28048.89648,33655.12891,66341.72656,72427.5,79297.13281,30780.50977,62665.48047,111477.2578,9111.766602,NA,67113.85156,26859.24023,77392.48438,9593.109375,2904.562012,592975.625,NA,28847.13281,NA,52200.55078,46177.83984,NA,34000.64453,NA,NA,226593.7969,8419.332031,NA,24666.85156,4526.364258,118243.1563,8377876,18033870,50684.56641,234030.9375,154451.7813,NA,4957.060547,6936.282715,80753.78125,234618.9063,3836.664307,400156.8125,939044.375,489838.7813,NA,NA,196630.5938,2688.383057,5276.891113,13851.99121,7322.356445,NA,NA,22799.07422,9067.376953,95247.71094,261814.5469,28542.75977,18597.84766,46282.38281,6093.919434,288707.0625,42314.19141,1171052.25,29252.16992
"318","jej_spf_8_M_2",256166.3438,457034.3125,NA,44605.46094,755612.625,1092980.5,3069.503418,4599538,1310127.125,1870612.875,237164.9844,4953.583984,NA,207180.1719,1485757.875,4484281.5,27801.72656,10941.61328,60492.59375,200709.875,6929.176758,1043114.188,4850.284668,NA,662436.625,13594.17188,4071.387939,21973.81055,3084.965332,9040.540039,203085.2344,NA,63316.22656,59923.80078,NA,2962.406006,161117.5469,4995.209473,8697.59375,5823.327637,1611327.75,2981.356201,63992.76563,8395113,2126471.5,32668.86133,NA,878618.0625,NA,9539.033203,115992.9766,NA,62278.83594,844893.25,1836768.625,7192.858398,18175,216702.4063,2282040.5,NA,27803.6543,77591.91406,50215.79688,631927.375,1108338.125,260788.1875,314199.875,627797.75,15153.38477,15347.57715,1018770,542804.1875,85412.59375,2645.233643,261472.8594,131652.6875,34304.29688,110953.1875,143258.7188,305300.1563,27188.04883,204914.8125,60242.20703,36490.07422,NA,23309.13867,32526.48047,344907,13231.99805,2953.368408,285101.7188,NA,20707.78125,NA,39236.25781,57777.17188,NA,25975.39063,NA,3409.806152,1816439.125,8329.458984,NA,26959.5918,NA,56408.48438,20615058,30396594,52381.55859,1694958.75,446646.1875,NA,9117.801758,8299.703125,309671.1563,744807.4375,4150.579102,592508.5,1073817.625,467679.3438,NA,NA,430645,NA,3618.540771,11600.12012,10288.34668,NA,NA,24550.00586,7439.236328,200099.2188,169995.1406,18805.52148,15894.33398,54488.375,5339.084961,1873564.25,28280.01367,1682847.125,29211.27148
"319","jej_spf_8_M_3",141308.0625,544498.625,NA,45668.18359,411516.75,1003512.313,3833.752441,3541731.5,592983.6875,517787.8438,574491.3125,8941.842773,3067.003174,96435.15625,1142102.5,4100334.75,16725.60742,10495.41309,134073.8438,119304.0391,4210.971191,4731.487793,5853.546875,2847.681885,338076.5938,4344.42041,NA,40465.92578,NA,7300.907227,98440.25781,NA,69895.11719,41884.40625,NA,3450.324463,5432.378906,8542.787109,9240.126953,6050.522949,17932446,NA,25213.12109,5427522,1707988.125,67567.80469,NA,2263990.75,NA,11630.77051,155877.3594,NA,12758.56934,387919.875,538256.4375,7778.010254,18415.42773,419367.2813,1672988.5,NA,52095.73828,70124.96094,186022.3906,309610.3125,447647.7188,54120.99609,401274.7188,313573.1563,38765.9375,22485.0293,808796.1875,240428.0938,65147.73047,12543.94336,276387.875,109950.2891,33610.68359,158636.7813,83658.41406,377998.7813,37343.77344,254472.3906,74799.8125,22266.54492,NA,22843.5957,57722.62891,271109.625,7629.209961,3479.294678,213242.9063,NA,18188.24023,NA,55583.92188,61019.58594,26840.375,13276.99902,NA,NA,1006345.563,25475.39453,NA,185809.7344,54189.07422,109548.6875,9849219,15505865,157226.1094,992428.0625,621014.5625,16585.00391,22735.03516,38492.79688,209293.7969,576903.75,5940.95166,342680.2188,747434.5,370265.8438,NA,NA,847283.3125,4890.844727,10322.41504,27773.50195,19378.48633,3963.007324,NA,11161.5918,8619.746094,76093.76563,1409633.875,27251.74414,17459.71875,80836.05469,5521.517578,1065064,31951.83008,668955.25,53783.82422
"320","jej_spf_8_M_4",46687.46094,227355.6094,NA,54947.51953,125129.3203,3243388.5,6304.188477,3274870.75,1301282.25,956728.625,967519,2866.272217,NA,129658.1484,202561.9531,1943761.5,4705.865234,17161.95703,848866.1875,62358.12109,4496.069336,267771.3125,12105.00391,NA,91420.24219,12809.86816,4015.836426,33813.75,NA,12157.53711,103645.8438,NA,41685.84375,14860.15332,NA,NA,48743.90234,67938.07031,120360.2031,13003.39355,6053200,NA,35645.64063,5998566.5,3542083.75,114974,NA,780371.1875,NA,19348.29688,93985.71094,NA,8697.928711,883639.1875,187076,13689.95703,17862.39453,238135.9063,781268.6875,NA,166961.25,77310.03906,796866.3125,540684.875,840010.375,107980.2188,127405.125,381178.875,201466.9688,15808.31836,669252.875,365076.5,33968.60938,24557.03711,507249.7813,53124.64844,15272.26172,97806.25,89685.88281,412424.9688,70917.0625,198616.6875,36763.42969,58219.89063,NA,28492.20703,55328.4375,242699.1094,12086.93262,3729.081787,66373.9375,NA,23410.5918,3757.449463,216509.1563,91390.26563,137741.3125,8564.582031,NA,3757.530518,1841703.75,169142.3281,NA,803003.0625,212132.6563,194446.2344,3370544.75,3366871,65544.57813,1453435.5,374341.7813,6384.155273,84578.39844,58610.03516,219841.3906,567507,3053.747559,160596.0313,421545.9688,315832.625,NA,NA,890538.5,5314.20459,5846.835938,18689.73047,20203.81445,2605.517578,NA,9123.458008,8855.776367,56579.58594,482475.25,71822.92188,35249.64063,18114.75586,6674.292969,766900.3125,28377.70703,233953.0313,39481.30469
"321","jej_xsdm_12_F_1",28803.19727,126772.3047,NA,33036.19141,257475.6719,2395989.75,NA,1756389.25,570793.625,449115.4375,253284.5781,NA,3416.391357,51374.53125,27918.84961,1206740.25,NA,11405.07715,142335.4844,86863.25781,NA,2423035,6317.808594,NA,204462.3906,5032.665527,3725.600342,14129.15723,NA,19462.48828,158629.0313,NA,18870.83984,30117.16016,NA,NA,253893.9219,19168.40039,28233.3457,9038.041992,3761719.25,NA,27676.36133,2478387.25,1115845,37210.74609,NA,203029.3438,NA,14911.98145,43534.98438,NA,NA,419726.4688,409211.875,7609.182617,16433.3418,4756.529785,381640.0625,NA,42079.32422,60216.82422,349933.5,331770.0938,172710.3281,42079.30859,68757.28906,231877.3906,34471.09375,10966.2207,279999.0625,71700.0625,38050.65625,14492.21973,294143.9375,49871.07813,48123.26953,222673.2344,39418.03906,225779.3594,16123.42188,572492.125,20182.46289,14499.74121,NA,12263.62793,29120.60352,143744.7188,14592.52734,NA,61032.875,NA,14664.7998,NA,65162.24609,14067.51172,18387.63672,2891.756592,NA,NA,731318.875,82913.85938,NA,3733581.5,19602.62891,55202.50781,5727505.5,1751890.125,9298.543945,608073.0625,221565.1094,NA,23580.99219,16221.16016,160168,355918.2188,4187.862793,609140.5,584439.125,172415.8438,NA,NA,301818.4063,4094.642822,2581.76709,11143.75098,13851.3291,NA,NA,6084.817383,5120.475098,134644.625,367522.2813,16235.11719,12649.67773,10743.77734,NA,471479.7188,21064.89453,496451.875,8615.644531
"322","jej_xsdm_12_F_2",34702.41797,459420.625,NA,59839.47266,323360.1875,7270010.5,2971.843994,4120415,1325672.625,927642.5625,609832.1875,NA,2900.891357,177285.3281,23416.80469,520355.5313,NA,13179.78711,421246.8438,263976.75,NA,835464.125,8280.227539,3276.171143,258891.0313,10801.02246,4025.38623,15845.13965,NA,28644.5,381373.9688,NA,60900.31641,64202.14063,NA,2654.62915,138329.4531,47198.65625,83150.89063,10134.19434,8444551,NA,35327.19141,5875772.5,4142227.5,59145.55859,2965.074951,179749,3603.950439,12733.22852,71146.23438,NA,7415.966309,914873,1145587.75,16497.26367,16030.70117,9829.661133,379620.5313,NA,131723.9375,78819.27344,748083.5,615991.6875,850305.25,123777.7891,61961.96484,501849.875,91302.96875,24119.57617,788310.1875,314609.7813,35776.00781,20082.3125,682553.625,102732.7891,53167.23047,347353.4063,74133.82813,535796.875,32909.42969,831857.375,37392.6875,38574.23047,NA,11422.0459,45969.91406,328820.1875,8100.5625,5956.386719,146636.8906,NA,37446.45313,2853.019531,98175.6875,23345.33398,68723.78125,4146.981445,NA,3376.225098,1890477.125,348212.0625,NA,1484226,60970.58203,112263.5938,2653234.5,1662378.25,16411.96094,1517449,654230,5729.200195,46008.38672,54422.62109,279131.3125,800551.1875,5002.775879,854362.75,718545.625,178668.6563,NA,NA,345194.375,5586.496582,13687.32813,26830.46094,15847.89648,4774.165527,NA,7437.103516,5933.45459,258140,729164.75,30056.4707,21721.93164,44027.92188,15353.30273,796036.75,27514.57422,1206785.5,18197.11523
"323","jej_xsdm_12_F_3",84553.02344,44911.55469,NA,101503.2656,264377.0313,9963876,3917.59375,2575321.25,331394.7188,287923.7813,1439794.625,3268.667236,NA,125977.8594,14473.6748,90525.10156,NA,12835.7959,286067.8438,35298.47266,4831.402832,77338.03125,11231.88965,NA,204578.9375,8087.437012,NA,19832.22461,NA,35787.9375,174997.5,3709.605957,9938.135742,12194.63867,NA,NA,48772.81641,53465.76172,56475.40234,7710.512695,35014176,46937.94922,26476.05078,1619809,1798679.25,114980.6172,NA,202115.9844,NA,29985.82031,78037.21094,4223.823242,17743.16406,358549.9688,200592.2188,12171.0166,19831.15039,18222.50391,368527.125,NA,192528.6406,60390.46094,568942.8125,333759.0938,345076.5,42873.66406,50231.0625,243538.75,105630.5859,28017.42773,561863.0625,91756.76563,27364.0957,22410.95313,307664.0313,79102.34375,39890.96484,106991.7734,78726.875,300003.75,41476.86719,361606.5625,28071.75586,38092.24609,NA,26385.33203,25015.20898,182249.2344,7794.633789,6533.855957,92035.5625,NA,83536.78906,10844.25879,141672.0156,39434.5,84706.00781,NA,NA,3363.472656,563240.9375,241951.375,2577.870605,838419.5,182060,367270.2188,1637801.5,1391080.375,17312.82617,504171.25,85109.63281,9490.628906,58889.73828,79252.96094,135183.375,451267.5,10848.12793,439468.7188,732799.3125,219372.9219,NA,NA,598626.3125,6056.024902,7036.778809,30637.8125,13694.20996,3487.0896,2889.64209,7870.321289,9428.210938,109354.4531,2585141.5,58134.94922,29152.20313,78588.79688,8688.770508,1006665.25,35117.51953,467400.0625,32532.47852
"324","jej_xsdm_12_F_4",39246.18359,505603.3438,NA,39192.97656,479419,4896020.5,3192.442383,3199609.25,1463996.875,1182243,838581.8125,3027.508057,NA,142229.7344,92994.89063,740947.75,NA,11012.61914,249054.6719,356237.9375,NA,1541028.5,8512.982422,NA,378879.875,12123.21484,17530.93164,18832.12109,NA,19684.08984,229816.3906,NA,61547.17578,80098.46094,NA,3296.028809,99906.34375,36739.96484,66673.92969,9944.807617,6028176.5,2511.586182,55127.89453,6515588,3161952.5,46613.94141,NA,183239.4531,NA,14441.21387,53097.59766,NA,11975.46973,988335.1875,1783126.75,8808.270508,17283.6543,7987.250977,363850.1563,NA,109448.4688,85548.34375,521679.625,553060.5625,540706.5625,156134.7656,51572.94922,526791.0625,75374.36719,14896.96973,427113.625,291874.9063,40221.95703,15704.05566,765316.625,126013.9688,27992.38477,524061.6875,97752.92188,533126.375,37484.65234,1390741.25,40987.16797,29494.75391,NA,10479.23242,35604.44531,266881.6563,17636.92578,2996.106934,183915.8594,NA,26394.42969,2787.963379,77383.34375,47174.88672,38021.66016,5200.893066,NA,2882.874023,2154137.75,203829.6719,NA,4189150.5,46776.13672,171318.5938,3462314.5,2893351,8596.014648,1699798.5,673346.875,3362.737793,35173.40234,33652.83203,319581.5625,683409.25,3739.081543,1382706.5,947937.1875,197142.8281,NA,NA,662282.8125,4250.243164,4716.129883,21480.95508,11351.55664,2835.311768,NA,5610.955078,8418.075195,264083.5625,507356.0625,50487.05078,14816.40332,12814.86914,8131.815918,1167634.125,26855.69141,2400306.5,10321.07813
"325","jej_xsdm_12_M_1",37099.67578,339265.1563,NA,54186.83594,690954.1875,5396947.5,5672.092285,4538450.5,1952481.875,1517623.25,874168.875,3744.029785,NA,184292.4063,278340.6875,832315.875,9495.557617,17294.77734,219490,58290.20313,NA,71112.77344,5181.406738,NA,564339.625,11441.98828,5017.659668,28236.83594,NA,68187.55469,809757,NA,32619.12109,153851.2813,NA,3667.20752,32402.32227,33519.96875,50965.74219,13693.79395,2398571.75,NA,73327.375,9128009,3817078,37346.77344,NA,95650.21094,3446.496094,9425.762695,101486.2813,NA,7490.61377,1276370,1566326.25,15254.20801,10322.5293,6203.175781,899688.25,NA,112909.9531,74293.1875,531504.1875,780204.8125,892520.4375,180984.1406,164527.125,650671.0625,93780.46094,23600.18164,682668.9375,483710.5625,50612.03906,19649.40625,907675.75,78645.76563,74401.375,379210.3438,160071.4688,672211.9375,43626.78125,387963.875,44349.84375,34027.46875,NA,12526.1377,37143.13672,327608.3125,17282.66992,4507.297363,218469.0469,NA,19476.51367,2774.83667,131676.2969,52879.87109,48546.87109,17493.5918,NA,3320.991211,2588233.75,112630.1094,NA,4396624.5,90892.85156,115184.4531,4483261,8774939,8704.81543,2243769.5,426121.9063,2629.065186,53327.50391,25397.18945,369949.2188,802459.8125,3854.275879,1525209.25,1301052.5,601836.9375,NA,NA,386248.3438,3078.361084,3414.479736,24347.54297,9977.444336,NA,NA,4917.082031,7444.193359,91340.42188,229438.8125,38051.48828,14099.55469,34209.22656,7614.413574,1132639.875,38456.71875,2121616.25,45445.80469
"326","jej_xsdm_12_M_2",26737.18164,404584.25,NA,59645.375,473389.4375,1902807.5,3929.323242,3722381,1498748.25,966065.9375,441687.4063,3283.843018,4756.12793,115237.2734,217730.8594,749476.25,10509.46191,16405.34961,220856.6875,158057.6094,NA,699107.125,7305.720703,NA,378013.0938,7449.030273,3401.313232,12676.77051,NA,53196.65625,293068.3125,NA,57638.39453,69496.34375,NA,2810.209717,67019.63281,17002.09766,33153.99219,12926.31738,8349105.5,NA,55621.59766,5962752.5,3087022.75,31814.46289,NA,130413.1875,NA,27238.82227,24713.74219,NA,3740.236328,969452.6875,1488966.875,13355.63086,9597.954102,3821.635254,221770.7969,NA,51176.49609,136566.375,273255.5313,654734.8125,483366.875,150240.4688,58957.41016,534495.9375,38583.21484,19854.53516,440550.8125,259700.5938,32096.52539,15461.2793,632281.5,111737.2031,72081.20313,624862.125,78716.60938,417733.1563,28640.08789,1036253.875,34155.60156,18150.39648,NA,9152.706055,32816.93359,287667.375,10723.19238,2571.327393,150613.9531,NA,15834.11816,5244.774902,66667.80469,36341.05859,35356.48438,9046.408203,NA,3239.301758,2089267.375,89623.89063,NA,8455785,35901.22266,65792.41406,9971205,9531505,10134.53906,1712889.5,458094.1563,NA,19654.49023,21581.85938,307971.75,667222.0625,3536.855225,1390249.125,1040554.938,60894,NA,NA,710791.9375,5462.597168,4289.786133,28443.43945,9330.173828,NA,NA,5485.102539,4662.771973,221254.9844,674951.125,22340.63281,14917.2334,8925.953125,3508.108154,732523.625,35521.08984,1627631.125,9125.262695
